family,verbatimScientificName
Salicaceae,Salix petrophila
Rosaceae,Geum rossii turbinatum
Crassulaceae,Rhodiola integrifolia
Asteraceae,Hymenoxys grandiflora
Ranunculaceae,Aquilegia coerulea
Rosaceae,Geum rossii
Violaceae,Viola adunca
Ranunculaceae,Caltha chionophila
Caryophyllaceae,Silene acaulis
Caryophyllaceae,Cherleria obtusiloba
Orobanchaceae,Castilleja rhexiifolia
Orobanchaceae,Pedicularis bracteosa
Apiaceae,Angelica grayi
Polemoniaceae,Polemonium pulcherrimum delicatum
Montiaceae,Claytonia megarhiza megarhiza
Boraginaceae,Eritrichium argenteum
Rosaceae,Dasiphora fruticosa
Saxifragaceae,Saxifraga hirculus
Berberidaceae,Berberis repens
Hydrophyllaceae,Phacelia sericea
Polemoniaceae,Polemonium viscosum
Orobanchaceae,Pedicularis racemosa
Ranunculaceae,Caltha chionophila
Saxifragaceae,Micranthes rhomboidea
Pinaceae,Picea engelmannii
Rosaceae,Ivesia gordonii
Orobanchaceae,Castilleja occidentalis
Gentianaceae,Gentiana algida
Caryophyllaceae,Silene acaulis
Asteraceae,Agoseris aurantiaca
Crassulaceae,Rhodiola integrifolia
Polemoniaceae,Polemonium viscosum
Fabaceae,Oxytropis lambertii
Ranunculaceae,Aquilegia coerulea
Asteraceae,Agoseris aurantiaca
Orobanchaceae,Pedicularis groenlandica
Ranunculaceae,Caltha chionophila
Orobanchaceae,Pedicularis groenlandica
Fabaceae,Trifolium dasyphyllum
Caryophyllaceae,Silene acaulis
Asteraceae,Hymenoxys grandiflora
Hydrophyllaceae,Phacelia sericea
Brassicaceae,Cardamine cordifolia
Brassicaceae,Noccaea fendleri
Polygonaceae,Eriogonum coloradense
Orobanchaceae,Pedicularis sudetica scopulorum
Polygonaceae,Eriogonum arcuatum xanthum
Rosaceae,Dasiphora fruticosa
Violaceae,Viola adunca
Apiaceae,Angelica grayi
Orobanchaceae,Pedicularis groenlandica
Ranunculaceae,Anemone multifida
Hydrophyllaceae,Phacelia sericea
Caprifoliaceae,Valeriana edulis
Plantaginaceae,Veronica besseya
Caryophyllaceae,Cherleria obtusiloba
Polemoniaceae,Polemonium confertum
Onagraceae,Chamaenerion angustifolium
Orobanchaceae,Pedicularis bracteosa
Melanthiaceae,Anticlea elegans
Asteraceae,Senecio soldanella
Ranunculaceae,Trollius albiflorus
Boraginaceae,Mertensia ciliata
Caryophyllaceae,Silene acaulis
Gentianaceae,Gentiana parryi
Gentianaceae,Gentiana prostrata
Rosaceae,Ivesia gordonii
Orobanchaceae,Pedicularis sudetica scopulorum
Apiaceae,Oreoxis alpina
Asteraceae,Hymenoxys grandiflora
Gentianaceae,Gentianopsis barbellata
Crassulaceae,Rhodiola integrifolia
Caryophyllaceae,Silene acaulis
Orobanchaceae,Castilleja occidentalis
Liliaceae,Gagea serotina
Hydrophyllaceae,Phacelia sericea
Melanthiaceae,Anticlea elegans
Crassulaceae,Rhodiola rhodantha
Saxifragaceae,Saxifraga bronchialis
Asteraceae,Arnica parryi
Rosaceae,Geum rossii turbinatum
Orobanchaceae,Castilleja occidentalis
Ranunculaceae,Delphinium alpestre
Plantaginaceae,Penstemon whippleanus
Salicaceae,Populus tremuloides
Primulaceae,Primula angustifolia
Montiaceae,Claytonia megarhiza
Brassicaceae,Physaria alpina
Asteraceae,Senecio taraxacoides
Saxifragaceae,Saxifraga hyperborea
Gentianaceae,Frasera speciosa
Asteraceae,Hymenoxys grandiflora
Plantaginaceae,Chionophila jamesii
Caryophyllaceae,Silene acaulis
Rosaceae,Dryas hookeriana
Crassulaceae,Rhodiola integrifolia
Lamiaceae,Monardella odoratissima
Caryophyllaceae,Cherleria obtusiloba
Asteraceae,Senecio atratus
Rosaceae,Dasiphora fruticosa
Orobanchaceae,Castilleja occidentalis
Ranunculaceae,Thalictrum fendleri
Brassicaceae,Physaria alpina
Crassulaceae,Rhodiola integrifolia
Polemoniaceae,Phlox condensata
Orobanchaceae,Castilleja occidentalis
Rosaceae,Ivesia gordonii
Gentianaceae,Gentiana algida
Poaceae,Koeleria spicata
Rosaceae,Geum rossii
Poaceae,Phleum pratense
Polemoniaceae,Phlox condensata
Brassicaceae,Cardamine cordifolia
Pinaceae,Abies lasiocarpa
Fabaceae,Trifolium nanum
Asteraceae,Hymenoxys grandiflora
Polemoniaceae,Polemonium pulcherrimum
Asteraceae,Hymenoxys grandiflora
Crassulaceae,Rhodiola integrifolia
Ericaceae,Kalmia microphylla
Gentianaceae,Gentiana parryi
Primulaceae,Primula angustifolia
Rosaceae,Geum rossii
Fabaceae,Oxytropis borealis
Plantaginaceae,Veronica wormskjoldii
Ranunculaceae,Caltha chionophila
Caryophyllaceae,Silene acaulis
Polemoniaceae,Polemonium viscosum
Montiaceae,Claytonia megarhiza
Fabaceae,Trifolium nanum
Asteraceae,Hymenoxys hoopesii
Hydrophyllaceae,Phacelia sericea
Crassulaceae,Sedum lanceolatum
Caryophyllaceae,Eremogone fendleri
Salicaceae,Salix petrophila
Betulaceae,Betula glandulosa
Gentianaceae,Gentianopsis thermalis
Caryophyllaceae,Eremogone fendleri
Rosaceae,Dryas hookeriana
Plantaginaceae,Penstemon hallii
Polygonaceae,Eriogonum umbellatum majus
Gentianaceae,Gentianopsis thermalis
Liliaceae,Gagea serotina
Caryophyllaceae,Cherleria obtusiloba
Polygonaceae,Bistorta bistortoides
Crassulaceae,Rhodiola integrifolia
Orobanchaceae,Pedicularis groenlandica
Apiaceae,Oreoxis alpina
Caryophyllaceae,Cerastium beeringianum
Rosaceae,Dryas hookeriana
Primulaceae,Primula angustifolia
Rosaceae,Geum rossii
Caprifoliaceae,Valeriana edulis
Rosaceae,Geum rossii
Rosaceae,Dasiphora fruticosa
Hydrophyllaceae,Phacelia sericea
Ranunculaceae,Anemone multifida
Asteraceae,Erigeron leiomerus
Apiaceae,Angelica grayi
Fabaceae,Trifolium nanum
Ranunculaceae,Aquilegia coerulea
Fabaceae,Trifolium nanum
Rosaceae,Rubus idaeus
Orchidaceae,Corallorhiza maculata
Gentianaceae,Swertia perennis
Orobanchaceae,Pedicularis parryi
Fabaceae,Trifolium dasyphyllum
Caryophyllaceae,Silene acaulis
Crassulaceae,Rhodiola integrifolia
Asteraceae,Cirsium funkiae
Ranunculaceae,Aquilegia coerulea
Fabaceae,Oxytropis deflexa sericea
Asteraceae,Artemisia scopulorum
Brassicaceae,Noccaea fendleri
Asteraceae,Hymenoxys grandiflora
Rosaceae,Geum rossii
Asteraceae,Senecio bigelovii
Liliaceae,Erythronium grandiflorum
Plantaginaceae,Penstemon harbourii
Hydrophyllaceae,Phacelia sericea
Melanthiaceae,Anticlea elegans
Orobanchaceae,Castilleja miniata
Hydrophyllaceae,Phacelia sericea
Asteraceae,Hymenoxys grandiflora
Orobanchaceae,Castilleja rhexiifolia
Ranunculaceae,Aquilegia coerulea
Orobanchaceae,Castilleja occidentalis
Asteraceae,Hymenoxys grandiflora
Fabaceae,Trifolium dasyphyllum
Crassulaceae,Rhodiola integrifolia
Ranunculaceae,Aquilegia coerulea
Saxifragaceae,Micranthes rhomboidea
Ranunculaceae,Caltha chionophila
Ranunculaceae,Anemone multifida saxicola
Poaceae,Bromus inermis
Asteraceae,Erigeron grandiflorus
Asteraceae,Senecio soldanella
Fabaceae,Oxytropis lambertii
Rosaceae,Potentilla glaucophylla
Asteraceae,Erigeron vagus
Orobanchaceae,Castilleja occidentalis
Crassulaceae,Rhodiola integrifolia
Ranunculaceae,Aquilegia coerulea
Caryophyllaceae,Silene acaulis
Crassulaceae,Rhodiola integrifolia
Apiaceae,Cymopterus lemmonii
Hydrophyllaceae,Phacelia sericea
Plantaginaceae,Penstemon whippleanus
Orobanchaceae,Pedicularis groenlandica
Rosaceae,Dryas hookeriana
Ranunculaceae,Aquilegia coerulea
Fabaceae,Trifolium nanum
Polygonaceae,Bistorta bistortoides
Boraginaceae,Eritrichium argenteum
Caryophyllaceae,Eremogone fendleri
Rosaceae,Geum rossii turbinatum
Ranunculaceae,Anemonastrum zephyrum
Rosaceae,Dryas hookeriana
Salicaceae,Salix wolfii
Asteraceae,Senecio integerrimus
Ericaceae,Kalmia microphylla
Saxifragaceae,Micranthes rhomboidea
Brassicaceae,Noccaea fendleri glauca
Gentianaceae,Gentiana parryi
Rosaceae,Geum rossii
Grossulariaceae,Ribes montigenum
Ranunculaceae,Anemonastrum zephyrum
Crassulaceae,Rhodiola rhodantha
Polemoniaceae,Ipomopsis globularis
Plantaginaceae,Penstemon whippleanus
Polemoniaceae,Polemonium pulcherrimum delicatum
Montiaceae,Claytonia megarhiza
Gentianaceae,Gentianopsis barbellata
Crassulaceae,Rhodiola rhodantha
Primulaceae,Primula angustifolia
Liliaceae,Gagea serotina
Crassulaceae,Rhodiola rhodantha
Hydrophyllaceae,Phacelia sericea
Melanthiaceae,Anticlea elegans
Ranunculaceae,Caltha chionophila
Polemoniaceae,Polemonium viscosum
Crassulaceae,Rhodiola rhodantha
Orobanchaceae,Castilleja rhexiifolia
Montiaceae,Claytonia megarhiza
Primulaceae,Primula parryi
Polemoniaceae,Aliciella pinnatifida
Crassulaceae,Sedum lanceolatum
Caryophyllaceae,Silene acaulis
Ranunculaceae,Aquilegia coerulea
Asteraceae,Erigeron glacialis
Saxifragaceae,Saxifraga bronchialis
Melanthiaceae,Veratrum californicum
Ranunculaceae,Caltha chionophila
Montiaceae,Claytonia megarhiza
Crassulaceae,Sedum lanceolatum
Caryophyllaceae,Silene acaulis
Crassulaceae,Rhodiola integrifolia
Plantaginaceae,Veronica besseya
Polygonaceae,Oxyria digyna
Fabaceae,Trifolium nanum
Fabaceae,Oxytropis podocarpa
Salicaceae,Salix petrophila
Crassulaceae,Rhodiola rhodantha
Poaceae,Koeleria spicata
Liliaceae,Gagea serotina
Saxifragaceae,Saxifraga bronchialis
Onagraceae,Chamaenerion angustifolium
Plantaginaceae,Penstemon whippleanus
Campanulaceae,Campanula petiolata
Brassicaceae,Cardamine cordifolia
Caryophyllaceae,Silene acaulis
Caryophyllaceae,Silene acaulis
Fabaceae,Trifolium nanum
Caryophyllaceae,Silene acaulis
Crassulaceae,Rhodiola rhodantha
Montiaceae,Claytonia megarhiza
Pinaceae,Pinus aristata
Caryophyllaceae,Eremogone fendleri
Polygonaceae,Oxyria digyna
Crassulaceae,Sedum lanceolatum
Montiaceae,Claytonia megarhiza
Gentianaceae,Gentiana algida
Elaeagnaceae,Shepherdia canadensis
Gentianaceae,Gentiana parryi
Fabaceae,Astragalus alpinus
Saxifragaceae,Saxifraga bronchialis
Ranunculaceae,Pulsatilla nuttalliana
Apiaceae,Cymopterus lemmonii
Caryophyllaceae,Silene acaulis
Polemoniaceae,Polemonium pulcherrimum
Asteraceae,Hymenoxys grandiflora
Plantaginaceae,Penstemon harbourii
Orobanchaceae,Pedicularis groenlandica
Asteraceae,Hymenoxys grandiflora
Fabaceae,Oxytropis deflexa
Onagraceae,Chamaenerion angustifolium
Brassicaceae,Physaria alpina
Caryophyllaceae,Silene uralensis uralensis
Campanulaceae,Campanula uniflora
Ranunculaceae,Anemonastrum zephyrum
Gentianaceae,Gentiana algida
Rosaceae,Potentilla pulcherrima
Orobanchaceae,Pedicularis bracteosa
Ranunculaceae,Caltha chionophila
Ranunculaceae,Aquilegia coerulea
Asteraceae,Hymenoxys grandiflora
Ranunculaceae,Aquilegia coerulea
Orobanchaceae,Pedicularis bracteosa
Asteraceae,Townsendia rothrockii
Fabaceae,Oxytropis sericea
Geraniaceae,Geranium richardsonii
Asteraceae,Heterotheca pumila
Caryophyllaceae,Cherleria obtusiloba
Gentianaceae,Frasera speciosa
Polygonaceae,Bistorta bistortoides
Fabaceae,Trifolium nanum
Gentianaceae,Gentianella amarella acuta
Grossulariaceae,Ribes montigenum
Boraginaceae,Mertensia lanceolata
Caryophyllaceae,Silene acaulis
Primulaceae,Androsace lehmanniana
Asteraceae,Hymenoxys grandiflora
Polemoniaceae,Polemonium viscosum
Orobanchaceae,Castilleja miniata
Polemoniaceae,Polemonium viscosum
Brassicaceae,Smelowskia americana
Fabaceae,Trifolium dasyphyllum
Polygonaceae,Bistorta bistortoides
Asteraceae,Cirsium funkiae
Brassicaceae,Noccaea fendleri
Rosaceae,Geum rossii turbinatum
Brassicaceae,Cardamine cordifolia
Crassulaceae,Rhodiola rhodantha
Onagraceae,Chamaenerion angustifolium
Caryophyllaceae,Silene acaulis
Salicaceae,Salix petrophila
Brassicaceae,Smelowskia americana
Asteraceae,Senecio fremontii
Boraginaceae,Eritrichium argenteum
Hydrophyllaceae,Phacelia sericea
Brassicaceae,Cardamine cordifolia
Apiaceae,Oreoxis alpina
Ranunculaceae,Aquilegia coerulea
Ranunculaceae,Aquilegia coerulea
Ericaceae,Kalmia microphylla
Crassulaceae,Rhodiola integrifolia
Boraginaceae,Eritrichium argenteum
Salicaceae,Populus tremuloides
Fabaceae,Trifolium dasyphyllum
Orobanchaceae,Pedicularis groenlandica
Asteraceae,Hymenoxys grandiflora
Polygonaceae,Bistorta bistortoides
Betulaceae,Betula glandulosa
Plantaginaceae,Penstemon whippleanus
Fabaceae,Oxytropis deflexa sericea
Ericaceae,Vaccinium cespitosum
Plantaginaceae,Penstemon whippleanus
Polygonaceae,Bistorta bistortoides
Polygonaceae,Bistorta bistortoides
Orobanchaceae,Pedicularis bracteosa
Asteraceae,Antennaria rosea
Rosaceae,Dryas hookeriana
Polygonaceae,Oxyria digyna
Asteraceae,Cirsium scopulorum
Lamiaceae,Prunella vulgaris
Boraginaceae,Mertensia lanceolata
Plantaginaceae,Penstemon hallii
Orobanchaceae,Pedicularis racemosa
Asteraceae,Ericameria discoidea
Brassicaceae,Boechera stricta
Linaceae,Linum lewisii
Orobanchaceae,Pedicularis sudetica
Crassulaceae,Rhodiola rhodantha
Polygonaceae,Bistorta bistortoides
Brassicaceae,Noccaea fendleri
Rosaceae,Dryas hookeriana
Brassicaceae,Smelowskia americana
Caprifoliaceae,Valeriana acutiloba
Asteraceae,Cirsium funkiae
Ranunculaceae,Aquilegia coerulea
Asteraceae,Hymenoxys grandiflora
Polygonaceae,Bistorta bistortoides
Rosaceae,Dryas hookeriana
Ranunculaceae,Thalictrum fendleri
Gentianaceae,Gentianopsis barbellata
Ranunculaceae,Aconitum columbianum
Asteraceae,Agoseris aurantiaca
Rosaceae,Geum rossii
Asteraceae,Tonestus pygmaeus
Crassulaceae,Sedum lanceolatum
Ranunculaceae,Aquilegia coerulea
Crassulaceae,Rhodiola integrifolia
Montiaceae,Claytonia megarhiza megarhiza
Rosaceae,Geum rossii
Orobanchaceae,Castilleja rhexiifolia
Onagraceae,Chamaenerion latifolium
Asteraceae,Agoseris aurantiaca
Rosaceae,Geum rossii
Caryophyllaceae,Cherleria obtusiloba
Montiaceae,Lewisia pygmaea
Crassulaceae,Rhodiola rhodantha
Plantaginaceae,Penstemon whippleanus
Salicaceae,Salix planifolia
Ranunculaceae,Trollius albiflorus
Caprifoliaceae,Valeriana capitata
Rosaceae,Geum rossii
Plantaginaceae,Penstemon hallii
Viburnaceae,Sambucus racemosa
Apiaceae,Oreoxis alpina
Rosaceae,Geum rossii turbinatum
Asteraceae,Packera cana
Rosaceae,Geum rossii
Asteraceae,Senecio soldanella
Caryophyllaceae,Eremogone fendleri
Montiaceae,Claytonia megarhiza
Orobanchaceae,Pedicularis groenlandica
Gentianaceae,Gentianopsis barbellata
Crassulaceae,Rhodiola rhodantha
Caryophyllaceae,Silene acaulis
Polygonaceae,Bistorta bistortoides
Boraginaceae,Eritrichium argenteum
Asteraceae,Taraxacum officinale
Caprifoliaceae,Valeriana edulis
Orobanchaceae,Pedicularis groenlandica
Plantaginaceae,Penstemon whippleanus
Caryophyllaceae,Silene acaulis
Asteraceae,Antennaria rosea
Gentianaceae,Gentiana prostrata
Polygonaceae,Bistorta bistortoides
Plantaginaceae,Penstemon whippleanus
Polemoniaceae,Phlox condensata
Ranunculaceae,Caltha chionophila
Asteraceae,Senecio soldanella
Polemoniaceae,Polemonium viscosum
Hydrophyllaceae,Phacelia sericea
Polygonaceae,Bistorta bistortoides
Montiaceae,Lewisia pygmaea
Montiaceae,Claytonia megarhiza
Asteraceae,Erigeron pinnatisectus
Asteraceae,Senecio fremontii
Primulaceae,Primula parryi
Primulaceae,Primula parryi
Boraginaceae,Eritrichium argenteum
Ranunculaceae,Aquilegia coerulea
Ranunculaceae,Caltha chionophila
Montiaceae,Claytonia megarhiza
Brassicaceae,Smelowskia americana
Campanulaceae,Campanula petiolata
Crassulaceae,Rhodiola rhodantha
Crassulaceae,Sedum lanceolatum
Orobanchaceae,Castilleja occidentalis
Boraginaceae,Mertensia ciliata
Asteraceae,Hymenoxys grandiflora
Salicaceae,Salix nivalis
Caryophyllaceae,Eremogone congesta
Rosaceae,Dryas hookeriana
Crassulaceae,Rhodiola integrifolia
Gentianaceae,Swertia perennis
Boraginaceae,Mertensia ciliata
Hydrophyllaceae,Phacelia sericea
Caryophyllaceae,Cherleria obtusiloba
Plantaginaceae,Penstemon whippleanus
Ranunculaceae,Anemone multifida
Polemoniaceae,Polemonium confertum
Polygonaceae,Bistorta vivipara
Caryophyllaceae,Silene acaulis
Asteraceae,Heterotheca pumila
Fabaceae,Trifolium parryi
Plantaginaceae,Veronica wormskjoldii
Orobanchaceae,Castilleja miniata
Orobanchaceae,Castilleja occidentalis
Melanthiaceae,Anticlea elegans
Polygonaceae,Oxyria digyna
Orobanchaceae,Castilleja occidentalis
Caprifoliaceae,Valeriana acutiloba
Primulaceae,Primula angustifolia
Rosaceae,Ivesia gordonii
Asteraceae,Senecio fremontii
Crassulaceae,Rhodiola rhodantha
Juncaceae,Juncus mertensianus
Caryophyllaceae,Cherleria obtusiloba
Boraginaceae,Mertensia ciliata
Parnassiaceae,Parnassia fimbriata
Rosaceae,Geum rossii
Polemoniaceae,Polemonium viscosum
Ranunculaceae,Ranunculus adoneus
Fabaceae,Trifolium parryi
Polemoniaceae,Polemonium viscosum
Plantaginaceae,Penstemon harbourii
Crassulaceae,Rhodiola integrifolia integrifolia
Caprifoliaceae,Valeriana capitata
Fabaceae,Trifolium dasyphyllum
Apiaceae,Cymopterus lemmonii
Boraginaceae,Eritrichium argenteum
Asteraceae,Senecio triangularis
Ranunculaceae,Anemonastrum zephyrum
Saxifragaceae,Micranthes rhomboidea
Polygonaceae,Bistorta bistortoides
Gentianaceae,Swertia perennis
Boraginaceae,Oreocarya confertiflora
Polygonaceae,Oxyria digyna
Caryophyllaceae,Silene acaulis
Crassulaceae,Rhodiola integrifolia
Boraginaceae,Eritrichium argenteum
Rosaceae,Dryas hookeriana
Plantaginaceae,Penstemon whippleanus
Asteraceae,Erigeron glacialis
Campanulaceae,Campanula petiolata
Orobanchaceae,Pedicularis groenlandica
Pinaceae,Pinus aristata
Polygonaceae,Bistorta bistortoides
Rosaceae,Dryas hookeriana
Fabaceae,Trifolium nanum
Ranunculaceae,Anemonastrum zephyrum
Plantaginaceae,Penstemon whippleanus
Polygonaceae,Bistorta bistortoides
Gentianaceae,Frasera speciosa
Gentianaceae,Gentiana parryi
Ranunculaceae,Trollius albiflorus
Apiaceae,Cymopterus lemmonii
Fabaceae,Oxytropis borealis
Saxifragaceae,Micranthes odontoloma
Crassulaceae,Rhodiola rhodantha
Ranunculaceae,Aquilegia coerulea
Crassulaceae,Sedum lanceolatum
Plantaginaceae,Penstemon whippleanus
Fabaceae,Trifolium nanum
Rosaceae,Geum rossii
Orchidaceae,Platanthera dilatata
Boraginaceae,Eritrichium argenteum
Boraginaceae,Mertensia lanceolata
Brassicaceae,Boechera lemmonii
Asteraceae,Hymenoxys grandiflora
Brassicaceae,Noccaea fendleri
Ranunculaceae,Pulsatilla nuttalliana
Fabaceae,Oxytropis lambertii
Rosaceae,Geum rossii turbinatum
Brassicaceae,Physaria alpina
Saxifragaceae,Heuchera parvifolia
Ranunculaceae,Aquilegia coerulea
Fabaceae,Hedysarum occidentale
Ranunculaceae,Aquilegia coerulea
Polygonaceae,Oxyria digyna
Fabaceae,Trifolium parryi
Boraginaceae,Eritrichium argenteum
Polemoniaceae,Phlox condensata
Asteraceae,Packera cana
Melanthiaceae,Anticlea elegans
Plantaginaceae,Penstemon whippleanus
Fabaceae,Astragalus alpinus
Rosaceae,Geum rossii
Boraginaceae,Eritrichium argenteum
Plantaginaceae,Penstemon whippleanus
Fabaceae,Trifolium dasyphyllum
Ranunculaceae,Caltha chionophila
Orobanchaceae,Pedicularis parryi
Orobanchaceae,Pedicularis groenlandica
Salicaceae,Salix nivalis
Asteraceae,Erigeron elatior
Orobanchaceae,Castilleja occidentalis
Ranunculaceae,Aquilegia coerulea
Hydrophyllaceae,Phacelia sericea
Primulaceae,Primula angustifolia
Polemoniaceae,Aliciella pinnatifida
Crassulaceae,Rhodiola rhodantha
Orobanchaceae,Castilleja occidentalis
Melanthiaceae,Veratrum californicum
Rosaceae,Geum rossii
Rosaceae,Geum rossii
Ranunculaceae,Aquilegia coerulea
Gentianaceae,Gentiana parryi
Caryophyllaceae,Silene acaulis
Fabaceae,Trifolium nanum
Crassulaceae,Rhodiola integrifolia
Rosaceae,Dryas hookeriana
Asteraceae,Cirsium funkiae
Onagraceae,Chamaenerion angustifolium
Montiaceae,Claytonia megarhiza
Orobanchaceae,Castilleja rhexiifolia
Asteraceae,Erigeron compositus
Caryophyllaceae,Silene acaulis
Fabaceae,Trifolium attenuatum
Orobanchaceae,Castilleja miniata miniata
Crassulaceae,Rhodiola integrifolia
Asteraceae,Erigeron grandiflorus
Primulaceae,Primula angustifolia
Saxifragaceae,Saxifraga chrysantha
Saxifragaceae,Saxifraga chrysantha
Orobanchaceae,Pedicularis bracteosa
Crassulaceae,Sedum lanceolatum
Fabaceae,Oxytropis podocarpa
Orobanchaceae,Castilleja occidentalis
Brassicaceae,Cardamine cordifolia
Montiaceae,Claytonia megarhiza
Grossulariaceae,Ribes wolfii
Ericaceae,Vaccinium scoparium
Asteraceae,Senecio fremontii
Crassulaceae,Rhodiola integrifolia
Crassulaceae,Sedum lanceolatum
Rosaceae,Geum rossii
Gentianaceae,Gentiana algida
Fabaceae,Trifolium nanum
Saxifragaceae,Saxifraga chrysantha
Primulaceae,Primula angustifolia
Polemoniaceae,Phlox condensata
Fabaceae,Oxytropis podocarpa
Rosaceae,Dryas hookeriana
Rosaceae,Dryas hookeriana
Plantaginaceae,Chionophila jamesii
Viburnaceae,Sambucus racemosa
Crassulaceae,Rhodiola integrifolia
Brassicaceae,Cardamine cordifolia
Montiaceae,Claytonia megarhiza
Polemoniaceae,Phlox condensata
Asteraceae,Senecio bigelovii
Crassulaceae,Rhodiola integrifolia
Primulaceae,Primula pauciflora
Crassulaceae,Sedum lanceolatum
Asteraceae,Agoseris aurantiaca
Caryophyllaceae,Cherleria obtusiloba
Rosaceae,Geum rossii
Rosaceae,Geum rossii
Caryophyllaceae,Silene acaulis
Pinaceae,Abies lasiocarpa
Polemoniaceae,Phlox condensata
Asteraceae,Senecio amplectens holmii
Crassulaceae,Rhodiola integrifolia
Polemoniaceae,Phlox condensata
Parnassiaceae,Parnassia fimbriata
Orobanchaceae,Pedicularis groenlandica
Melanthiaceae,Veratrum californicum
Fabaceae,Oxytropis borealis
Caryophyllaceae,Silene acaulis
Crassulaceae,Sedum lanceolatum
Orobanchaceae,Castilleja occidentalis
Onagraceae,Chamaenerion angustifolium
Crassulaceae,Rhodiola rhodantha
Orobanchaceae,Castilleja rhexiifolia
Montiaceae,Claytonia megarhiza
Polygonaceae,Bistorta bistortoides
Asteraceae,Senecio amplectens holmii
Orobanchaceae,Castilleja rhexiifolia
Orobanchaceae,Pedicularis groenlandica
Apiaceae,Oreoxis alpina
Asteraceae,Hymenoxys grandiflora
Caryophyllaceae,Silene acaulis
Asteraceae,Hymenoxys grandiflora
Boraginaceae,Eritrichium argenteum
Crassulaceae,Rhodiola integrifolia
Caryophyllaceae,Silene acaulis
